,Year,Value
3001,2019,453
3002,2019,274
3003,2019,"23,253"
3004,2019,"7,996"
3005,2019,"9,126"
3006,2019,"1,678"
3007,2019,68
3008,2019,"6,132"
3009,2019,"23,253"
3010,2019,"8,574"
3011,2019,"8,045"
3012,2019,"6,635"
3013,2019,"439,300"
3014,2019,"8,600"
3015,2019,99
3016,2019,94
3017,2019,3
3018,2019,1
3019,2019,37
3020,2019,"5,108"
3021,2019,C
3022,2019,C
3023,2019,C
3024,2019,C
3025,2019,"5,611"
3026,2019,35
3027,2019,13
3028,2019,349
3029,2019,"1,091"
3030,2019,6
3031,2019,"3,228"
3032,2019,895
3033,2019,202
3034,2019,234
3035,2019,-472
3036,2019,"5,448"
3037,2019,"2,694"
3038,2019,965
3039,2019,233
3040,2019,42
3041,2019,"1,789"
3042,2019,"5,448"
3043,2019,"2,310"
3044,2019,"2,375"
3045,2019,763
3046,2019,"326,000"
3047,2019,"-30,100"
3048,2019,113
3049,2019,104
3050,2019,-20
3051,2019,-9
3052,2019,42
3053,2019,"8,930"
3054,2019,C
3055,2019,C
3056,2019,C
3057,2019,C
3058,2019,"8,289"
3059,2019,523
3060,2019,28
3061,2019,"1,364"
3062,2019,"1,279"
3063,2019,7
3064,2019,"5,013"
3065,2019,82
3066,2019,114
3067,2019,220
3068,2019,746
3069,2019,"17,805"
3070,2019,"5,302"
3071,2019,"8,161"
3072,2019,"1,445"
3073,2019,26
3074,2019,"4,342"
3075,2019,"17,805"
3076,2019,"6,263"
3077,2019,"5,670"
3078,2019,"5,872"
3079,2019,"548,300"
3080,2019,"45,800"
3081,2019,94
3082,2019,90
3083,2019,12
3084,2019,4
3085,2019,35
3086,2019,"84,623"
3087,2019,"22,836"
3088,2019,"51,860"
3089,2019,14
3090,2019,"9,913"
3091,2019,"50,335"
3092,2019,"21,211"
3093,2019,116
3094,2019,997
3095,2019,"6,412"
3096,2019,43
3097,2019,564
3098,2019,"17,196"
3099,2019,"3,838"
3100,2019,303
3101,2019,270
3102,2019,"34,254"
3103,2019,"1,226,672"
3104,2019,"341,106"
3105,2019,"27,299"
3106,2019,"6,375"
3107,2019,"3,357"
3108,2019,"858,268"
3109,2019,"1,226,672"
3110,2019,"292,562"
3111,2019,"550,207"
3112,2019,"383,903"
3113,2019,"1,325,400"
3114,2019,"536,500"
3115,2019,62
3116,2019,62
3117,2019,12
3118,2019,3
3119,2019,24
3120,2019,"65,689"
3121,2019,"5,500"
3122,2019,"51,057"
3123,2019,6
3124,2019,"9,126"
3125,2019,"34,503"
3126,2019,"21,069"
3127,2019,C
3128,2019,745
3129,2019,"3,392"
3130,2019,28
3131,2019,C
3132,2019,"5,466"
3133,2019,"3,615"
3134,2019,261
3135,2019,225
3136,2019,"31,150"
3137,2019,"1,183,478"
3138,2019,"320,273"
3139,2019,"26,272"
3140,2019,"6,006"
3141,2019,"3,137"
3142,2019,"836,933"
3143,2019,"1,183,478"
3144,2019,"279,439"
3145,2019,"532,563"
3146,2019,"371,477"
3147,2019,"1,726,500"
3148,2019,"818,700"
3149,2019,60
3150,2019,60
3151,2019,11
3152,2019,3
3153,2019,24
3154,2019,"35,129"
3155,2019,"3,076"
3156,2019,"30,211"
3157,2019,0
3158,2019,"1,841"
3159,2019,"25,959"
3160,2019,"16,942"
3161,2019,C
3162,2019,621
3163,2019,"2,994"
3164,2019,27
3165,2019,C
3166,2019,"3,215"
3167,2019,"2,036"
3168,2019,24
3169,2019,5
3170,2019,"9,152"
3171,2019,"805,383"
3172,2019,"233,358"
3173,2019,"1,207"
3174,2019,349
3175,2019,50
3176,2019,"570,817"
3177,2019,"805,383"
3178,2019,"54,986"
3179,2019,"463,109"
3180,2019,"287,287"
3181,2019,"1,113,600"
3182,2019,"290,100"
3183,2019,50
3184,2019,50
3185,2019,17
3186,2019,1
3187,2019,7
3188,2019,"30,561"
3189,2019,"2,424"
3190,2019,"20,845"
3191,2019,6
3192,2019,"7,285"
3193,2019,"8,544"
3194,2019,"4,127"
3195,2019,60
3196,2019,125
3197,2019,397
3198,2019,1
3199,2019,4
3200,2019,"2,252"
3201,2019,"1,580"
3202,2019,238
3203,2019,220
3204,2019,"21,999"
3205,2019,"378,096"
3206,2019,"86,914"
3207,2019,"25,065"
3208,2019,"5,657"
3209,2019,"3,087"
3210,2019,"266,116"
3211,2019,"378,096"
3212,2019,"224,452"
3213,2019,"69,453"
3214,2019,"84,190"
3215,2019,"4,699,100"
3216,2019,"3,382,600"
3217,2019,125
3218,2019,125
3219,2019,10
3220,2019,6
3221,2019,59
3222,2019,"12,184"
3223,2019,"11,136"
3224,2019,481
3225,2019,0
3226,2019,567
3227,2019,"10,480"
3228,2019,8
3229,2019,10
3230,2019,94
3231,2019,845
3232,2019,11
3233,2019,414
3234,2019,"8,939"
3235,2019,170
3236,2019,0
3237,2019,0
3238,2019,"1,704"
3239,2019,"29,947"
3240,2019,"29,947"
3241,2019,"8,126"
3242,2019,"1,434,200"
3243,2019,"200,600"
3244,2019,21
3245,2019,6
3246,2019,27
3247,2019,"5,298"
3248,2019,"4,542"
3249,2019,284
3250,2019,0
3251,2019,472
3252,2019,"4,616"
3253,2019,C
3254,2019,C
3255,2019,13
3256,2019,116
3257,2019,3
3258,2019,294
3259,2019,"4,037"
3260,2019,150
3261,2019,0
3262,2019,0
3263,2019,682
3264,2019,"16,067"
3265,2019,"16,067"
3266,2019,"4,013"
3267,2019,"4,875,900"
3268,2019,"627,800"
3269,2019,17
3270,2019,4
3271,2019,25
3272,2019,"6,886"
3273,2019,"6,593"
3274,2019,198
3275,2019,0
3276,2019,95
3277,2019,"5,864"
3278,2019,C
3279,2019,C
3280,2019,81
3281,2019,729
3282,2019,9
3283,2019,120
3284,2019,"4,901"
3285,2019,20
3286,2019,0
3287,2019,0
3288,2019,"1,022"
3289,2019,"13,880"
3290,2019,"13,880"
3291,2019,"4,113"
3292,2019,"929,400"
3293,2019,"137,900"
3294,2019,25
3295,2019,7
3296,2019,30
3297,2019,"6,750"
3298,2019,"6,200"
3299,2019,322
3300,2019,8
3301,2019,219
3302,2019,"5,352"
3303,2019,134
3304,2019,C
3305,2019,158
3306,2019,"2,176"
3307,2019,4
3308,2019,C
3309,2019,"2,791"
3310,2019,53
3311,2019,42
3312,2019,44
3313,2019,"1,400"
3314,2019,"13,247"
3315,2019,"13,247"
3316,2019,"4,998"
3317,2019,"390,100"
3318,2019,"80,900"
3319,2019,28
3320,2019,11
3321,2019,38
3322,2019,"6,750"
3323,2019,"6,200"
3324,2019,322
3325,2019,8
3326,2019,219
3327,2019,"5,352"
3328,2019,134
3329,2019,C
3330,2019,158
3331,2019,"2,176"
3332,2019,4
3333,2019,C
3334,2019,"2,791"
3335,2019,53
3336,2019,42
3337,2019,44
3338,2019,"1,400"
3339,2019,"13,247"
3340,2019,"13,247"
3341,2019,"4,998"
3342,2019,"390,100"
3343,2019,"80,900"
3344,2019,28
3345,2019,11
3346,2019,38
3347,2019,"35,216"
3348,2019,"29,215"
3349,2019,"1,665"
3350,2019,3
3351,2019,"4,333"
3352,2019,"22,580"
3353,2019,"4,046"
3354,2019,756
3355,2019,"2,507"
3356,2019,"2,645"
3357,2019,2
3358,2019,"1,203"
3359,2019,"10,752"
3360,2019,672
3361,2019,"2,860"
3362,2019,"3,053"
3363,2019,"12,829"
3364,2019,"275,811"
3365,2019,"35,631"
3366,2019,"197,916"
3367,2019,"31,543"
3368,2019,"16,513"
3369,2019,"42,263"
3370,2019,"275,811"
3371,2019,"125,902"
3372,2019,"54,658"
3373,2019,"95,250"
3374,2019,"1,080,400"
3375,2019,"393,600"
3376,2019,65
3377,2019,60
3378,2019,10
3379,2019,5
3380,2019,46
3381,2019,"6,894"
3382,2019,"6,483"
3383,2019,243
3384,2019,3
3385,2019,165
3386,2019,"5,810"
3387,2019,373
3388,2019,66
3389,2019,"1,344"
3390,2019,939
3391,2019,1
3392,2019,1
3393,2019,"2,954"
3394,2019,135
3395,2019,241
3396,2019,290
3397,2019,"1,133"
3398,2019,"25,055"
3399,2019,"4,974"
3400,2019,"13,904"
3401,2019,"4,341"
3402,2019,"1,439"
3403,2019,"6,177"
3404,2019,"25,055"
3405,2019,"9,294"
3406,2019,"6,771"
3407,2019,"8,990"
3408,2019,"458,900"
3409,2019,"75,400"
3410,2019,73
3411,2019,69
3412,2019,12
3413,2019,5
3414,2019,37
3415,2019,"5,629"
3416,2019,"5,321"
3417,2019,186
3418,2019,0
3419,2019,122
3420,2019,"4,943"
3421,2019,336
3422,2019,63
3423,2019,"1,311"
3424,2019,784
3425,2019,0
3426,2019,0
3427,2019,"2,339"
3428,2019,110
3429,2019,218
3430,2019,248
3431,2019,716
3432,2019,"18,923"
3433,2019,"3,060"
3434,2019,"12,971"
3435,2019,"4,033"
3436,2019,"1,249"
3437,2019,"2,892"
3438,2019,"18,923"
3439,2019,"5,814"
3440,2019,"5,285"
3441,2019,"7,823"
3442,2019,"422,200"
3443,2019,"53,700"
3444,2019,58
3445,2019,53
3446,2019,12
3447,2019,4
3448,2019,31
3449,2019,"1,265"
3450,2019,"1,162"
3451,2019,57
3452,2019,3
3453,2019,43
3454,2019,866
3455,2019,37
3456,2019,3
3457,2019,32
3458,2019,155
3459,2019,1
3460,2019,1
3461,2019,615
3462,2019,25
3463,2019,23
3464,2019,42
3465,2019,417
3466,2019,"6,131"
3467,2019,"1,914"
3468,2019,933
3469,2019,308
3470,2019,190
3471,2019,"3,284"
3472,2019,"6,131"
3473,2019,"3,480"
3474,2019,"1,485"
3475,2019,"1,166"
3476,2019,"748,200"
3477,2019,"246,800"
3478,2019,129
3479,2019,126
3480,2019,12
3481,2019,7
3482,2019,57
3483,2019,"28,321"
3484,2019,"22,732"
3485,2019,"1,422"
3486,2019,0
3487,2019,"4,168"
3488,2019,"16,770"
3489,2019,"3,673"
3490,2019,690
3491,2019,"1,163"
3492,2019,"1,706"
3493,2019,1
3494,2019,"1,202"
3495,2019,"7,798"
3496,2019,538
3497,2019,"2,619"
3498,2019,"2,764"
3499,2019,"11,696"
3500,2019,"250,756"
3501,2019,"30,657"
3502,2019,"184,013"
3503,2019,"27,202"
3504,2019,"15,073"
3505,2019,"36,086"
3506,2019,"250,756"
3507,2019,"116,608"
3508,2019,"47,888"
3509,2019,"86,261"
3510,2019,"1,611,800"
3511,2019,"665,600"
3512,2019,64
3513,2019,58
3514,2019,10
3515,2019,5
3516,2019,47
3517,2019,"23,460"
3518,2019,"18,010"
3519,2019,"1,355"
3520,2019,0
3521,2019,"4,095"
3522,2019,"12,901"
3523,2019,"3,608"
3524,2019,666
3525,2019,"1,062"
3526,2019,759
3527,2019,0
3528,2019,0
3529,2019,"6,322"
3530,2019,485
3531,2019,"2,577"
3532,2019,"2,715"
3533,2019,"10,697"
3534,2019,"246,285"
3535,2019,"29,203"
3536,2019,"182,104"
3537,2019,S
3538,2019,S
3539,2019,"34,978"
3540,2019,"246,285"
3541,2019,"114,497"
3542,2019,"46,595"
3543,2019,"85,193"
3544,2019,"3,855,500"
3545,2019,"1,758,000"
3546,2019,63
3547,2019,57
3548,2019,9
3549,2019,4
3550,2019,46
3551,2019,"4,861"
3552,2019,"4,721"
3553,2019,67
3554,2019,0
3555,2019,73
3556,2019,"3,869"
3557,2019,65
3558,2019,24
3559,2019,101
3560,2019,947
3561,2019,1
3562,2019,"1,202"
3563,2019,"1,477"
3564,2019,53
3565,2019,42
3566,2019,49
3567,2019,999
3568,2019,"4,471"
3569,2019,"1,454"
3570,2019,"1,909"
3571,2019,448
3572,2019,283
3573,2019,"1,108"
3574,2019,"4,471"
3575,2019,"2,111"
3576,2019,"1,292"
3577,2019,"1,067"
3578,2019,"423,200"
3579,2019,"86,900"
3580,2019,112
3581,2019,109
3582,2019,47
3583,2019,22
3584,2019,47
3585,2019,"56,444"
3586,2019,"52,476"
3587,2019,"2,884"
3588,2019,406
3589,2019,679
3590,2019,"48,970"
3591,2019,"1,094"
3592,2019,147
3593,2019,"1,243"
3594,2019,"20,131"
3595,2019,33
3596,2019,"25,355"
3597,2019,"1,000"
3598,2019,929
3599,2019,970
3600,2019,"7,516"
3601,2019,"75,324"
3602,2019,"29,952"
3603,2019,"9,942"
3604,2019,"2,741"
3605,2019,"1,053"
3606,2019,"35,430"
3607,2019,"75,324"
3608,2019,"29,655"
3609,2019,"27,835"
3610,2019,"17,834"
3611,2019,"200,900"
3612,2019,"26,800"
3613,2019,108
3614,2019,104
3615,2019,25
3616,2019,10
3617,2019,39
3618,2019,"43,501"
3619,2019,"39,887"
3620,2019,"2,655"
3621,2019,359
3622,2019,599
3623,2019,"37,110"
3624,2019,978
3625,2019,114
3626,2019,933
3627,2019,"15,718"
3628,2019,30
3629,2019,"18,520"
3630,2019,847
3631,2019,732
3632,2019,760
3633,2019,"6,419"
3634,2019,"64,422"
3635,2019,"25,217"
3636,2019,"6,810"
3637,2019,"1,942"
3638,2019,824
3639,2019,"32,394"
3640,2019,"64,422"
3641,2019,"24,817"
3642,2019,"23,804"
3643,2019,"15,800"
3644,2019,"272,100"
3645,2019,"40,200"
3646,2019,106
3647,2019,103
3648,2019,26
3649,2019,10
3650,2019,39
3651,2019,"10,459"
3652,2019,"10,235"
3653,2019,96
3654,2019,76
3655,2019,52
3656,2019,"9,239"
3657,2019,69
3658,2019,28
3659,2019,226
3660,2019,"4,124"
3661,2019,4
3662,2019,"4,680"
3663,2019,112
3664,2019,229
3665,2019,262
3666,2019,"1,254"
3667,2019,"6,267"
3668,2019,"3,803"
3669,2019,"1,189"
3670,2019,347
3671,2019,143
3672,2019,"1,275"
3673,2019,"6,267"
3674,2019,"2,752"
3675,2019,"2,522"
3676,2019,993
3677,2019,"238,400"
3678,2019,"28,600"
3679,2019,151
3680,2019,140
3681,2019,46
3682,2019,20
3683,2019,44
3684,2019,"6,929"
3685,2019,"6,874"
3686,2019,20
3687,2019,5
3688,2019,30
3689,2019,"5,014"
3690,2019,83
3691,2019,15
3692,2019,105
3693,2019,"2,743"
3694,2019,1
3695,2019,"2,009"
3696,2019,60
3697,2019,116
3698,2019,133
3699,2019,"1,931"
3700,2019,"3,669"
3701,2019,"2,056"
3702,2019,723
3703,2019,204
3704,2019,70
3705,2019,889
3706,2019,"3,669"
3707,2019,"1,363"
3708,2019,"1,506"
3709,2019,800
3710,2019,"202,000"
3711,2019,"56,300"
3712,2019,137
3713,2019,128
3714,2019,142
3715,2019,53
3716,2019,37
3717,2019,"14,139"
3718,2019,"11,227"
3719,2019,"2,456"
3720,2019,197
3721,2019,259
3722,2019,"12,060"
3723,2019,776
3724,2019,44
3725,2019,338
3726,2019,"4,251"
3727,2019,15
3728,2019,"6,143"
3729,2019,509
3730,2019,229
3731,2019,209
3732,2019,"2,060"
3733,2019,"46,896"
3734,2019,"14,834"
3735,2019,"3,995"
3736,2019,"1,110"
3737,2019,439
3738,2019,"28,067"
3739,2019,"46,896"
3740,2019,"17,678"
3741,2019,"16,475"
3742,2019,"12,743"
3743,2019,"358,700"
3744,2019,"52,300"
3745,2019,90
3746,2019,89
3747,2019,12
3748,2019,4
3749,2019,38
3750,2019,"1,672"
3751,2019,"1,649"
3752,2019,10
3753,2019,2
3754,2019,11
3755,2019,"1,495"
3756,2019,16
3757,2019,5
3758,2019,45
3759,2019,534
3760,2019,0
3761,2019,885
3762,2019,10
3763,2019,98
3764,2019,103
3765,2019,182
3766,2019,"1,148"
3767,2019,513
3768,2019,373
3769,2019,81
3770,2019,45
3771,2019,262
3772,2019,"1,148"
3773,2019,452
3774,2019,445
3775,2019,251
3776,2019,"203,600"
3777,2019,"22,100"
3778,2019,115
3779,2019,92
3780,2019,40
3781,2019,16
3782,2019,39
3783,2019,"10,301"
3784,2019,"9,903"
3785,2019,72
3786,2019,79
3787,2019,247
3788,2019,"9,302"
3789,2019,35
3790,2019,23
3791,2019,220
3792,2019,"4,066"
3793,2019,10
3794,2019,"4,803"
3795,2019,156
3796,2019,60
3797,2019,52
3798,2019,992
3799,2019,"6,441"
3800,2019,"4,011"
3801,2019,530
3802,2019,200
3803,2019,126
3804,2019,"1,900"
3805,2019,"6,441"
3806,2019,"2,572"
3807,2019,"2,857"
3808,2019,"1,013"
3809,2019,"302,600"
3810,2019,"29,100"
3811,2019,140
3812,2019,139
3813,2019,39
3814,2019,15
3815,2019,40
3816,2019,"12,944"
3817,2019,"12,588"
3818,2019,229
3819,2019,47
3820,2019,80
3821,2019,"11,860"
3822,2019,116
3823,2019,33
3824,2019,310
3825,2019,"4,413"
3826,2019,2
3827,2019,"6,835"
3828,2019,153
3829,2019,197
3830,2019,210
3831,2019,"1,097"
3832,2019,"10,902"
3833,2019,"4,735"
3834,2019,"3,132"
3835,2019,800
3836,2019,230
3837,2019,"3,035"
3838,2019,"10,902"
3839,2019,"4,837"
3840,2019,"4,031"
3841,2019,"2,034"
3842,2019,"106,900"
3843,2019,"9,100"
3844,2019,117
3845,2019,112
3846,2019,23
3847,2019,10
3848,2019,44
3849,2019,"1,181"
3850,2019,"1,142"
3851,2019,18
3852,2019,C
3853,2019,C
3854,2019,"1,008"
3855,2019,5
3856,2019,6
3857,2019,31
3858,2019,444
3859,2019,0
3860,2019,519
3861,2019,3
3862,2019,3
3863,2019,2
3864,2019,172
3865,2019,"1,556"
3866,2019,989
3867,2019,138
3868,2019,70
3869,2019,11
3870,2019,429
3871,2019,"1,556"
3872,2019,432
3873,2019,963
3874,2019,162
3875,2019,"149,900"
3876,2019,"21,800"
3877,2019,103
3878,2019,103
3879,2019,40
3880,2019,11
3881,2019,28
3882,2019,"7,526"
3883,2019,"7,234"
3884,2019,202
3885,2019,C
3886,2019,C
3887,2019,"6,966"
3888,2019,60
3889,2019,15
3890,2019,118
3891,2019,"2,542"
3892,2019,1
3893,2019,"4,106"
3894,2019,124
3895,2019,81
3896,2019,88
3897,2019,567
3898,2019,"6,434"
3899,2019,"2,705"
3900,2019,"1,599"
3901,2019,380
3902,2019,126
3903,2019,"2,129"
3904,2019,"6,434"
3905,2019,"3,240"
3906,2019,"2,075"
3907,2019,"1,119"
3908,2019,"106,700"
3909,2019,"8,000"
3910,2019,130
3911,2019,126
3912,2019,17
3913,2019,9
3914,2019,50
3915,2019,"4,237"
3916,2019,"4,211"
3917,2019,9
3918,2019,0
3919,2019,17
3920,2019,"3,887"
3921,2019,51
3922,2019,12
3923,2019,162
3924,2019,"1,426"
3925,2019,1
3926,2019,"2,210"
3927,2019,26
3928,2019,112
3929,2019,120
3930,2019,358
3931,2019,"2,912"
3932,2019,"1,040"
3933,2019,"1,395"
3934,2019,349
3935,2019,93
3936,2019,477
3937,2019,"2,912"
3938,2019,"1,165"
3939,2019,993
3940,2019,753
3941,2019,"99,300"
3942,2019,"8,400"
3943,2019,105
3944,2019,93
3945,2019,31
3946,2019,12
3947,2019,40
3948,2019,"1,557"
3949,2019,"1,514"
3950,2019,24
3951,2019,C
3952,2019,C
3953,2019,"1,443"
3954,2019,39
3955,2019,7
3956,2019,41
3957,2019,710
3958,2019,0
3959,2019,640
3960,2019,6
3961,2019,19
3962,2019,24
3963,2019,119
3964,2019,"1,529"
3965,2019,504
3966,2019,217
3967,2019,64
3968,2019,15
3969,2019,808
3970,2019,"1,529"
3971,2019,567
3972,2019,350
3973,2019,612
3974,2019,144
3975,2019,137
3976,2019,21
3977,2019,8
3978,2019,37
3979,2019,"1,557"
3980,2019,"1,514"
3981,2019,24
3982,2019,C
3983,2019,C
3984,2019,"1,443"
3985,2019,39
3986,2019,7
3987,2019,41
3988,2019,710
3989,2019,0
3990,2019,640
3991,2019,6
3992,2019,19
3993,2019,24
3994,2019,119
3995,2019,"1,529"
3996,2019,504
3997,2019,217
3998,2019,64
3999,2019,15
4000,2019,808
4001,2019,"1,529"
4002,2019,567
4003,2019,350
4004,2019,612
4005,2019,144
4006,2019,137
4007,2019,21
4008,2019,8
4009,2019,37
4010,2019,"1,557"
4011,2019,"1,514"
4012,2019,24
4013,2019,C
4014,2019,C
4015,2019,"1,443"
4016,2019,39
4017,2019,7
4018,2019,41
4019,2019,710
4020,2019,0
4021,2019,640
4022,2019,6
4023,2019,19
4024,2019,24
4025,2019,119
4026,2019,"1,529"
4027,2019,504
4028,2019,217
4029,2019,64
4030,2019,15
4031,2019,808
4032,2019,"1,529"
4033,2019,567
4034,2019,350
4035,2019,612
4036,2019,144
4037,2019,137
4038,2019,21
4039,2019,8
4040,2019,37
4041,2019,"4,917"
4042,2019,265
4043,2019,"4,422"
4044,2019,230
4045,2019,"4,360"
4046,2019,41
4047,2019,24
4048,2019,149
4049,2019,"2,277"
4050,2019,1
4051,2019,"1,816"
4052,2019,52
4053,2019,9
4054,2019,9
4055,2019,557
4056,2019,"6,372"
4057,2019,"1,614"
4058,2019,"3,111"
4059,2019,297
4060,2019,77
4061,2019,"1,646"
4062,2019,"6,372"
4063,2019,"4,314"
4064,2019,"1,469"
4065,2019,588
4066,2019,110
4067,2019,109
4068,2019,13
4069,2019,9
4070,2019,68
4071,2019,"1,474"
4072,2019,79
4073,2019,"1,393"
4074,2019,2
4075,2019,"1,389"
4076,2019,17
4077,2019,14
4078,2019,38
4079,2019,873
4080,2019,0
4081,2019,435
4082,2019,12
4083,2019,1
4084,2019,1
4085,2019,86
4086,2019,"1,416"
4087,2019,393
4088,2019,652
4089,2019,88
4090,2019,22
4091,2019,370
4092,2019,"1,416"
4093,2019,699
4094,2019,474
4095,2019,243
4096,2019,83
4097,2019,83
4098,2019,12
4099,2019,6
4100,2019,49
4101,2019,949
4102,2019,59
4103,2019,674
4104,2019,216
4105,2019,698
4106,2019,7
4107,2019,1
4108,2019,49
4109,2019,381
4110,2019,0
4111,2019,242
4112,2019,17
4113,2019,1
4114,2019,1
4115,2019,251
4116,2019,"2,738"
4117,2019,197
4118,2019,"1,681"
4119,2019,86
4120,2019,20
4121,2019,861
4122,2019,"2,738"
4123,2019,"2,338"
4124,2019,243
4125,2019,158
4126,2019,81
4127,2019,81
4128,2019,11
4129,2019,9
4130,2019,85
4131,2019,828
4132,2019,21
4133,2019,805
4134,2019,2
4135,2019,762
4136,2019,4
4137,2019,2
4138,2019,19
4139,2019,397
4140,2019,0
4141,2019,335
4142,2019,6
4143,2019,0
4144,2019,0
4145,2019,66
4146,2019,692
4147,2019,371
4148,2019,188
4149,2019,29
4150,2019,14
4151,2019,133
4152,2019,692
4153,2019,395
4154,2019,232
4155,2019,65
4156,2019,160
4157,2019,160
4158,2019,17
4159,2019,10
4160,2019,57
4161,2019,"1,666"
4162,2019,106
4163,2019,"1,550"
4164,2019,10
4165,2019,"1,512"
4166,2019,14
4167,2019,7
4168,2019,44
4169,2019,627
4170,2019,0
4171,2019,804
4172,2019,16
4173,2019,7
4174,2019,7
4175,2019,154
4176,2019,"1,526"
4177,2019,653
4178,2019,590
4179,2019,94
4180,2019,20
4181,2019,282
4182,2019,"1,526"
4183,2019,882
4184,2019,520
4185,2019,123
4186,2019,126
4187,2019,124
4188,2019,17
4189,2019,10
4190,2019,58
4191,2019,"18,887"
4192,2019,681
4193,2019,"17,894"
4194,2019,312
4195,2019,"16,546"
4196,2019,187
4197,2019,77
4198,2019,427
4199,2019,"7,848"
4200,2019,13
4201,2019,"7,875"
4202,2019,131
4203,2019,60
4204,2019,72
4205,2019,"2,354"
4206,2019,"23,501"
4207,2019,"5,504"
4208,2019,"9,388"
4209,2019,"1,618"
4210,2019,378
4211,2019,"8,609"
4212,2019,"23,501"
4213,2019,"11,991"
4214,2019,"5,139"
4215,2019,"6,370"
4216,2019,107
4217,2019,106
4218,2019,20
4219,2019,10
4220,2019,51
4221,2019,"1,252"
4222,2019,13
4223,2019,"1,222"
4224,2019,17
4225,2019,"1,125"
4226,2019,7
4227,2019,5
4228,2019,63
4229,2019,436
4230,2019,1
4231,2019,612
4232,2019,2
4233,2019,18
4234,2019,20
4235,2019,128
4236,2019,"1,500"
4237,2019,348
4238,2019,933
4239,2019,165
4240,2019,22
4241,2019,220
4242,2019,"1,500"
4243,2019,"1,123"
4244,2019,258
4245,2019,119
4246,2019,135
4247,2019,127
4248,2019,11
4249,2019,9
4250,2019,75
4251,2019,"10,806"
4252,2019,233
4253,2019,"10,523"
4254,2019,50
4255,2019,"9,306"
4256,2019,89
4257,2019,30
4258,2019,227
4259,2019,"4,070"
4260,2019,1
4261,2019,"4,843"
4262,2019,47
4263,2019,38
4264,2019,40
4265,2019,"1,502"
4266,2019,"6,776"
4267,2019,"2,636"
4268,2019,"2,163"
4269,2019,530
4270,2019,201
4271,2019,"1,977"
4272,2019,"6,776"
4273,2019,"3,477"
4274,2019,"2,120"
4275,2019,"1,179"
4276,2019,124
4277,2019,122
4278,2019,43
4279,2019,22
4280,2019,51
4281,2019,"6,829"
4282,2019,435
4283,2019,"6,150"
4284,2019,244
4285,2019,"6,114"
4286,2019,92
4287,2019,42
4288,2019,138
4289,2019,"3,342"
4290,2019,11
4291,2019,"2,420"
4292,2019,82
4293,2019,4
4294,2019,13
4295,2019,723
4296,2019,"15,225"
4297,2019,"2,521"
4298,2019,"6,292"
4299,2019,923
4300,2019,154
4301,2019,"6,412"
4302,2019,"15,225"
4303,2019,"7,391"
4304,2019,"2,761"
4305,2019,"5,072"
4306,2019,91
4307,2019,91
4308,2019,10
4309,2019,5
4310,2019,49
4311,2019,"20,387"
4312,2019,"18,004"
4313,2019,"1,992"
4314,2019,392
4315,2019,"18,196"
4316,2019,734
4317,2019,250
4318,2019,614
4319,2019,"4,724"
4320,2019,2
4321,2019,"11,625"
4322,2019,249
4323,2019,486
4324,2019,523
4325,2019,"2,228"
4326,2019,"25,213"
4327,2019,"8,166"
4328,2019,"10,682"
4329,2019,"1,501"
4330,2019,525
4331,2019,"6,365"
4332,2019,"25,213"
4333,2019,"17,236"
4334,2019,"5,566"
4335,2019,"2,411"
4336,2019,"205,200"
4337,2019,"22,400"
4338,2019,147
4339,2019,137
4340,2019,13
4341,2019,9
4342,2019,68
4343,2019,"8,675"
4344,2019,"7,678"
4345,2019,914
4346,2019,84
4347,2019,"7,660"
4348,2019,343
4349,2019,202
4350,2019,343
4351,2019,"1,415"
4352,2019,2
4353,2019,"5,165"
4354,2019,193
4355,2019,92
4356,2019,98
4357,2019,"1,021"
4358,2019,"10,140"
4359,2019,"2,168"
4360,2019,"6,485"
4361,2019,760
4362,2019,216
4363,2019,"1,488"
4364,2019,"10,140"
4365,2019,"6,920"
4366,2019,"2,209"
4367,2019,"1,011"
4368,2019,"250,600"
4369,2019,"29,500"
4370,2019,98
4371,2019,94
4372,2019,15
4373,2019,10
4374,2019,68
4375,2019,"1,001"
4376,2019,897
4377,2019,96
4378,2019,8
4379,2019,844
4380,2019,C
4381,2019,2
4382,2019,28
4383,2019,242
4384,2019,0
4385,2019,541
4386,2019,C
4387,2019,17
4388,2019,18
4389,2019,158
4390,2019,"2,083"
4391,2019,C
4392,2019,"1,503"
4393,2019,149
4394,2019,39
4395,2019,C
4396,2019,"2,083"
4397,2019,C
4398,2019,C
4399,2019,154
4400,2019,"198,700"
4401,2019,"31,400"
4402,2019,C
4403,2019,C
4404,2019,C
4405,2019,8
4406,2019,C
4407,2019,"3,209"
4408,2019,"2,350"
4409,2019,811
4410,2019,48
4411,2019,"3,034"
4412,2019,53
4413,2019,15
4414,2019,188
4415,2019,873
4416,2019,C
4417,2019,"1,789"
4418,2019,115
4419,2019,64
4420,2019,68
4421,2019,178
4422,2019,"6,130"
4423,2019,"1,384"
4424,2019,"3,963"
4425,2019,449
4426,2019,143
4427,2019,783
4428,2019,"6,130"
4429,2019,"3,899"
4430,2019,"1,513"
4431,2019,718
4432,2019,"134,400"
4433,2019,"7,500"
4434,2019,91
4435,2019,87
4436,2019,5
4437,2019,3
4438,2019,64
4439,2019,"4,465"
4440,2019,"4,430"
4441,2019,7
